question,answer,intent
"저 코로나 인가요?? , 어저께 코막힘, 콧물, 인후통, 기침, 두통증상 있어서 코로나 검사받고 음성판정 나와서 학교 정상등교 했습니다. 그런데 오늘은 콧물, 인후통, 약먹은지 오늘로 4일째 됐고, 약도 다 먹었습니다. 내일 결석하고 병원 한 번 더 갈 예정인데 코로나 검사 한번 더 받는게 좋을까요..?"," 기침이면 코로나 증상이 전혀 아닙니다. 코로나는 마른기침(콧물이나 침이 안생깁니다)이 주된 증상입니다. 코로나 증상은 아니니 너무 걱정하지, 코로나 증상은 폐렴증상인데 시국이 시국인지라 아무래도 불안해 하시는 마음은 충분히 이해가 갑니다 . 코로나증상은 기침이 심하게 나옵니다,.  2021.11.11.",
코로나 백신 맞으면 어떤식으로 코로나가 안걸리는건가요? 죽은 코로나 바이러스를 몸에 넣어 안걸리게 하는건가요?? 자세하게 알려주세요 (부작용도 알려두세요),"안녕하세요 일단 코로나 백신은 치료제가 아닙니다. 약화된 세균이나 바이러스, 또는 그 시체를 몸 속에 넣는겁니다. 우리 몸은 외부에서 공격이, 그러니 코로나 백신 맞는다고 - 100% 코로나 안걸린다 예상 못합니다 - 코로나 백신 맞는다고 종식하는거 아니에요 확정짓기 어렵다고 전문가들은,  2021.10.25.",
"코로나 백신 꼭 맞아야 하나요? 코로나 백신을 꼭 맞아야 하나요? 저희 아버지께서 강요를 하시는데 저는 겁나서 못맞겠어요 백신을 맞고 이상반응건만 약 12만건에 사망자는, 448명으로 코로나 사망자의 4분의 1에 해당하는 숫자인데 코로나 백신 사이트에는 백신 맞고 이상반응이 경미한 수준이라고 적혀있고 이게 맞나요?"," ▶ 현재 코로나 백신이 부족하여, 사전예약이라는 초유의 상황이긴 한데요, 사실 최근 돌파감염, 코로나에 감염되면 백신 미접종에 대한 후회를 할 수 있으니까요. 아무쪼록 잘 고민하시고, 어떤, 새로운 코로나 백신 접종 계획 소식이 나오면 카톡으로 알림 드리고 있으니, 신청하시기,  2021.08.13.",
코로나 발생 원인 코로나19는 중국 우한바이러스 연구소에서 기존의 코로나 바이러스를 유전자 조작을 시켜 인위적으로 신종을 만들어낸 것이고 그걸 시진핑핑이랑 문재인이 짜고 퍼뜨린거 맞죠?," 코로나 때문에 입은 피해가 얼마나 많은데 자꾸 그런 헛소리를 하는 사람들 때문에 중국에 뭐라, 코로나로 국민들이 입은 피해를 질문자님이 다 보상해주실 생각 아니시면 근거 없는, 비, 우한 바이러스 연구소에서 코로나 바이러스를 연구하고 있던거 맞고, 그곳 시설과 인력이 이런 위험,  2021.07.26.",
코로나증상? 인가요 제가 학교맞치고 학원을 가고있는데 갑자기 머리가 아프고 기침과 호흡곤란이 있어요 코로나 증상말고 따른병 일수도있나요?,안녕하세요 저도 님처럼 코로나인지 아닌지 계속 걱정만 하다가 얼마전 속시원하게 코로나 검사하고 온 1인입니다~ 지금 이 시국에서는 애매하다 싶으면 무조건 검사 받으시는걸 추천드려요. 별일 없으실테니 넘 염려마시구요~^^  2021.07.15.,
위드코로나 학교내 거리두기 위드코로나 발령나면 마스크는 쓰더라도 코로나 이전처럼 모여서 놀더라도 선생님들이 떨어져라 이런 잔소리 안하시죠? 지금 제가 중학교 3학년인데 제 친구들이랑 후배들이 위드코로나 전환돼도 선생님들이 거리두기 잔소리하시면 들고 일어나기로 작정하고 있다고 합니다,"위드코로나 학교내 거리두기 내공100 비공개채택률97%마감률100% 위드코로나 발령나면 마스크는 쓰더라도 코로나, 지금 제가 중학교 3학년인데 제 친구들이랑 후배들이 위드코로나 전환돼도 선생님들이, (근데 선생님들은 모르고 계세요) = 네 위드코로나 하면 거리두기 사라집니다 [출처] <>  2021.10.25.",
위드코로나 11월 1일에 위드코로나로 전환될 확률이 어느 정도인가요? 위드코로나로 전환 되면 학교 전면 등교인가요?,"11월 1일에 위드코로나로 전환될 확률은 낮습니다. 적어도 70%이상이 2차 접종까지 완료한 후, 위드코로나 돌입이 가능할 것 같습니다. 위드코로나 시행시 마스크 및 해외여행, 학교 등, ✅ 위드코로나 시행 후 무엇이 바뀌게 될까? ⏩ http://m.site.naver.com/0RXur  2021.10.23.",
코로나 검사 결과 음성인데 열이 37.5 37.3 이에요 왜그런거죠ㅜㅠㅠㅠ 확진자 접촉해서 코로나 검사 받은거라,"우선 기침 이나 호흡곤란이 없다면 코로나 증상은 아니니 너무, 코로나 증상은 폐렴증상인데 시국이 시국인지라 아무래도 불안해 하시는 마음은 충분히 이해가 갑니다 . 코로나증상은 기침이 심하게 나옵니다. 코로나일경우 엄청난, 말씀하신 증상은 코로나 증상과는 그다지 관련이,  2021.11.11.",
코로나상생지원금 사용처라는 표지가 있는 식당도 있고 없는 식당도 있거든요. 여튼 제로페이 되는 식당이면 백퍼 코로나상생지원금 사용이 가능한가요?,"제로페이랑 다른겁니다 [5차 재난지원금 사용안내] 코로나 상생 국민지원금은 현금지급이 아니라 포인트 지급입니다 그러니 꼭 지정된 사용처, 사용처] 코로나 상생 국민지원금 지역은 등본상 도.시내에서만 가능 합니다 재난지원금 사용이 가능한 지정된 재난지원금 가맹점만 됩니다 링크에,  2021.10.31.",
코로나 질문 제가 목감기 코감기 증상이 있었다가 이제 쉰목소리랑 가래만 나오며 증상이 호전 되었는데 동생이랑 엄마가 옮겨가서 동생은 목이 아프고 엄마는 기침하고 열이 나고 목이 간지럽다고 하는데 코로나 걸리면 저처럼 나아졌다가 다시 안좋아질수도 있고 코로나면 이런경우가 발생할수 있나요?너무,"코로나는 무증상도 있기 때문에..참 어려운거 같아요 검사 받으신다고 하셨는데 시국이 시국인 만큼 코로나 검사 한번 꼭 받아보셔요 ㅜㅜ, 안되신다면 코로나 자가진단 키트라도 꼭 해보세요 질문자님 건강도 중요하지만 내 가족과 친구 지인들을 위해서 검사를 하는건 중요한거 같아요 이제,  2021.07.20.",
코로나 학교?? 동생이 감기때문에 코로나 검사를 했는데 제가 담임쌤한테 말을 해야하나요? 아니면 내일 자가진단에 코로나 검사기다리는 가족이 있다고 체크를 해야하나요?그리고 학원도 가지말아야하나요??,"코로나 검사를 했거나 가족중에 유사 증세를 보이는 사람이 있다면 공공장소나 학고,학원등을 가지 않는것이 좋습니다. 담임선생님껜 그냥 동생이 코로나검사를 했다고 솔직하게 말하세요.  5일 전",
"증상이 코로나 인지 모르겠어요 오늘 아침에 일어나니까 온 몸에 열, 두통, 몸이 무거움, 오한 의 증상이 있었습니다. 시간이 지나도 기침과 콧물은 안나오구요 인후통도 없습니다. 미각 후각도 정상인 거 같은데 코로나 증상 일까요? 코로나가 아니라면 몸살이려나요?"," 실제 코로나 증상 대상자를 자료화한 안내로 코로나 증상 가장 정확한 안내 드립니다 음, 님은 코로나 증상은 아닌듯 합니다 요즘 환절기로 인한, 심하시면 코로나 초기증상 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 초기증상 [참고자료] (두통,  2021.10.07.",
아동 코로나 백신 안될까요 초등4학년인데 코로나 백신맞고싶어요 해외는 아이들도 백신맞춘다는데 우리나라는 검토만 하네요 5-12세 코로나 백신접종 언제쯤 가능할까요???,"만 12세 미만은 아직 접종시기 없습니다 [코로나 백신 접종시기] 코로나 백신 접종대상자별로 접종시기 안내 후 예방접종 정보제공 누리집을 통해, 문자 혹은 국민비서 서비스를 통해 접종장소 및 일시를 안내하고 예약사실을 확인은 콜센터에서도 가능하도록 할 예정입니다 (+ 코로나 백신,  2021.11.18.",
"코로나 백신 접종 예약 8월 코로나 백신 접종 예약을 하려고 하는데, 7월은 50대만 사전예약이 가능하더라고요. 저는 40대인데, 8월 언제 코로나 백신 접종 예약을 신청할 수 있을까요? 접종시기가 궁금합니다. 백신 종류도 알려주세요.","코로나 백신 접종 시기 안내 드려요..저도 40대인데요,40대 50대 코로나 백신 접종시기 알려드려요. https, com/75 1분기 대상 : 요양병원/ 요양시설 입원 입소자 종사자/ 코로나 19환자를, 7월 코로나 백신 접종 종류, 예약, 대상, 주의사항은 아래 내용 참고해보시구요. http://m.site,.  2021.07.21.",
코로나백신접종맞을수있는시간 코로나백신접종 맞을수 있는시간이 모든병원이 다 5시까지밖에 안되나요?(코로나접종 예약시간 말고 병원에서 맞는 시간이요) 병원마다 다 다른거 아닌가요?,"코로나백신접종맞을수있는시간 코로나백신접종 맞을수 있는시간이 모든병원이 다 5시까지밖에 안되나요?(코로나접종 예약시간 말고 병원에서, 위 사전예약 시 캡쳐 사진에서 확인할 수 있듯이, 코로나 백신 접종 의료기관 선택 후에 날짜뿐만 아니라 시간까지도 선택 가능합니다. 질문자님,  2021.08.16.",
코로나 증상 어제 저녁부터에 갑자기 두통이 와서 열을 재봤더니 37.7도 나왔어요.. 살짝 몸살기도 있어서 집에 있는 자가진단키트 사용해봤는데 음성나왔긴했습니다 코로나일 확률이 높나요..? 오늘 코로나검사할려고해요," 실제 코로나 증상 대상자를 자료화한 안내로 코로나 증상 가장 정확한 안내 드립니다 음, 님은 코로나 증상은 아닌듯 합니다 요즘 환절기로 인한, 심하시면 코로나 초기증상 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 초기증상 [참고자료] (두통,  2021.10.04.",
"코로나 증상인가요 코로나 검사를 하긴 했어요 코로나 생기기 전부터 마른기침을 자주 했어요 코로나 검사 한 후에 잠깐 왼쪽 팔이 아팠다가 지금은 나아졌고 왼쪽 귀는 36.5, 오른쪽 귀는 37.2도에 미열이 있는데 코로나 증상인가요?",코로나 증상에 열이 포함되있긴 합니다. 좋은 방법은 코로나 검사 받아보시는게 젤 좋은 선택인듯 합니다. 혹시 모르니 검사 받고 결과 보신후 병원 가시는게 좋겠네용.. 무사하셨으면 좋겠습니다!  2시간 전,
코로나 19 증상 오른쪽 아랫배 통증이랑 두통 그리고 열이 38도 이상 나는데 코로나 증상인가요..?," 실제 코로나 증상 대상자를 자료화한 안내로 코로나 증상 가장 정확한 안내 드립니다 음, 님은 코로나 증상은 아닌듯 합니다, 네 요즘 환절기로 인한 감기증상 또는 체함 증상이 더 가깝네요 다만 현재 증상이 심하시면 코로나 초기증상 목록 체크 확인후 병원 / 코로나,  2021.11.02.",
"코로나 증상 제가 오늘 학교에서 38.8도로 열이나가지고 학교 조퇴하고 보건소에 가서 코로나 검사를 받았거든요 집에 와서 계속 마스크를 쓰고 있어서 그런지, 돌고 ㅠㅠ 혼자 계속 확인해봤는데 계속 열만 나고 기침이랑 호흡기 증상도 없고 후각이랑 미각 멀쩡한데 이거 진짜 코로나는 아니겠죠? ㅠㅠ"," 전국민이 코로나때문에정신적으로나 육체적으로 너무나 많은 고통을 받고 있는데요 ㅠ 코로나 증상 및 유용한 정보 적어드려보도록 할게요 코로나 증상 1. 발열 및, 정부의 코로나 바이러스 치료 방법 및 자가진단 1. 코로나바이러스감염증-19로 확진되면 「감염병의 예방 및,  2021.06.09.",
위드코로나 시행 됐나요? 내공 10,"네 맞아요 위드코로나 11월 1일부터 시행됩니다. 위드코로나는 일상회복 6주 간격으로 위드코로나 3단계에 걸쳐 시행된다. 확진자 폭증 등 돌발, 미접종자 제한 인원(현재 수도권의 경우 4명까지 제한)은 1∼2명 축소운영 됩니다. 위드코로나 + 백신패스 관련 안내는 하단 링크를 참고하세요 <>  2021.11.02.",
서울 코로나 4단계 혹시 서울 코로나 4단계 피시방 밤 10시 넘어서도 갈 수 있나요? 급하게 프린트 해야 하는데 pc방 밖에 갈데가 없어서요. 서울 거리두기 4단계라서 안될까요? #서울코로나4단계,"서울 코로나 4단계 피시방 영업 제한시간은 22시~다음날 05시 까지 입니다. 따라서 밤 10시 이후 서울 코로나 4단계 피시방 이용은 불가합니다. 급하시면 사업주에게 요청해 볼 수 있으나 피시방이 아닌 밖에서 대기하셔야 할 수 있습니다. 수도권 거리두기 4단계 유지, 8월 23일 ~ 9월 5일,  2021.08.31.",
코로나 인후통 증상이랑 만약에 코로나 인후통이면 목 어느쪽이 아픈건지 궁금합니다ㅜㅜ," 정도가 다 다르겠죠 시국이 시국인 만큼 코로나 검사 한번 받아보셔요 ㅜㅜ 보건소에서 검사를 받는게 정확하겠지만 상황이 안되신다면 코로나 자가진단 키트라도 꼭 해보세요 질문자님 건강도 중요하지만 내 가족과 친구 지인들을 위해서 검사를 하는건 중요한거 같아요 이제 진짜 4차,  2021.07.16.",
위드코로나라고..? 아니 위드코로나인가 그런걸 한다는데 마스크는 쓰는걸로 알고있거든요? 그럼 평생 마스크쓰면서 살아야하는거에요? 저 너무 숨막히는데 ㅠㅠ 그리고 그럼 위드코로나일때 워터파크 가도되나요? 수영장은요? 수학여행은 갈수있나요?," [위드 코로나 뜻] 강력한 변이 바이러스 출현, 돌파감염 등으로 코로나19 팬데믹이 장기화되면서 대두되고 있는 개념이다. 이는 코로나19의 완전한 종식을 기대하는 것보다 치명률을 낮추는 새로운 방역체계 등을 도입해 코로나19와의 공존을 준비해야 한다는 뜻이에요 [국내 위드 코로나],  2021.10.25.",
위드 코로나 단계 11월 1일부터 위드코로나 확정이났더라구요 기사를 읽어봤는데 위드코로나 단계적용을 제가 제대로 이해한게 맞는지 궁금해서 올립니다 단계 적용 기준이 일단 4주를 시행 해보고 2주동안 다음 단계로 올릴지 결정후 결정나면 그럼 바로 2단계로 올라가고 똑같이 4주하고 2주 후 결정나면," 코로나 하는 이유는 이미 전문가들은 올해 초부터 집단면역은 불가능할 것이라는 결론을 내렸습니다. 결국 코로나, 그 이유는 코로나 확산 방지로 얻을 수 있는 실질적인 이익보다 코로나 감염 이외 이유로 사망하는 사람 숫자가 더, 줄이면서 코로나 사망자를 줄이는 것이 목적이었습니다,.  2021.10.29.",
코로나 백신 관련 질문 7월 쯤에 듣기로 일반인들도 코로나 백신 주사를 맞는다고 들었는데 문득 궁금해진 것이 있어서 질문을 해봅니다. 코로나 확진이 되어 입원 중이거나 혹은 코로나가 확진된 줄 모르게 확진이 되어버린 분들도 그 주사를 맞는가요? 아니면 그 분들은 못 맞는가요? 그리고 백신을 맞을 때 감기에 걸린,급성 병증이 있으면 접종 맞지 말고 연기 하라고 해요 그리고 코로나 증상이 있으면 검사 받고 결과 보고 접종 할지 결정하게 되어요 코로나 백신 접종 전 주의사항 https://youtu.be/HUWnuVlIXZc 꼭 신고해야 하는 백신 부작용이에요 https://youtu.be/vlYuQNC61C8  2021.06.09.,
코로나 증상 제가 오늘 아침에 일어났는데 갑자기 얼굴이 화끈거리고 열이 나는것 같아서 조금전에 해열제를 먹었더니 10분만에 땀이 나면서 열이 확 가라앉았어요. 코로나로 의심될 만한 다른 증상들은 전혀 없는데 혹시 코로나 일까요 …? 확진자와 동선 겹친것도 없어요 ..," 전국민이 코로나때문에정신적으로나 육체적으로 너무나 많은 고통을 받고 있는데요 ㅠ 코로나 증상 및 유용한 정보 적어드려보도록 할게요 코로나 증상 1. 발열 및, 정부의 코로나 바이러스 치료 방법 및 자가진단 1. 코로나바이러스감염증-19로 확진되면 「감염병의 예방 및,  2021.06.08.",
위드코로나 청소년 위드코로나가 청소년한테 미치는 영향은 무엇일까여?," [위드 코로나 뜻] 강력한 변이 바이러스 출현, 돌파감염 등으로 코로나19 팬데믹이 장기화되면서 대두되고 있는 개념이다. 이는 코로나19의 완전한 종식을 기대하는 것보다 치명률을 낮추는 새로운 방역체계 등을 도입해 코로나19와의 공존을 준비해야 한다는 뜻이에요 [국내 위드 코로나],  2021.10.25.",
덴마크 코로나 상황 어떤가요 유럽은 장난 아니던데,"덴마크, 코로나19 확진자 동향, 누적 총 193,038명, 22(금)14:00 기준 공개한 주재국 내 코로나19 감염, 등 코로나19 감염 예방에 만전을 기해주시기 바라며, 의심, 1) 덴마크 보건 당국 (24시, 코로나19 동향 등 일반문의시 이용) - 덴마크 정부 코로나19 핫라인,  2021.01.23.",
아토피와 코로나백신 40대 후반의 여성이고 아토피가 심해서 약을 바르거나 먹으면 좀 괜찮다가도 다시 심해지고 많이 긁는편입니다 코로나 백신을 맞아야 하는데 부작용 사례들이 있다보니 걱정이 되서요 아토피피부염이 심한 사람이 코로나 화이자백신을 맞아도 괜찮을까요? 괜찮을듯한데도 확실하게 좀 알고,"질문 아토피와 코로나백신 40대 후반의 여성이고 아토피가, 코로나 백신을 맞아야 하는데 부작용 사례들이 있다보니 걱정이 되서요 아토피피부염이 심한 사람이 코로나, ▶여성 생리(월경), 폐경 등에 코로나19 백신이 부작용, 이상, 백신 1차, 2차 접종 완료했더라도 코로나19 바이러스에,  2021.08.13.",
코로나 증상인가요? 담배를 핀지 4일정도 되가는데 담배때문에 기침이나는건지 코로나증상인지 모르겠네요 목이 약간 간지럽고 뭔가 걸리는 느낌도 있고 기침 자주합니다 열이나거나 다른 증상은 없구요 코로나 증상일까요?,안녕하세요 저도 님처럼 코로나인지 아닌지 계속 걱정만 하다가 얼마전 속시원하게 코로나 검사하고 온 1인입니다~ 지금 이 시국에서는 애매하다 싶으면 무조건 검사 받으시는걸 추천드려요. 별일 없으실테니 넘 염려마시구요~^^  2021.07.15.,
코로나 의심증상 좀 있는데ㅠ 어제부터 열이 38도에 계속 머무르고 밥 먹을 때마다 설사ㅠ 아 코로나이면 어쩌죠..? 아ㅠ 가족들 어떻게 보죠? 빨리 답장ㅠㅠ 코로나 검사 할 예정ㅠ,동선같은거 미리 좀 정리해두고 그럴 수 밖에요 어쨌든 검사 잘 받으시고 코로나 아닐 확률이 더 높으니까요 !!! 그리고 코로나면 어떻습니까 내가 걸리고 싶어서 내게 찾아온것도 아닌데요 ㅠㅠ 요즘 코로나 확진 대수도 아니에요  2021.11.20.,
코로나 pcr검사 코로나 백신 학교에 코로나 확진자가 생겨서 코로나 pcr검사를 받았는데 전원 음성이 나온 상태이고요. 학교에서 10일 14일 두차례 더 pcr 검사 받고 학교 나오라고 공지한 상태인데 제가 백신을 맞고 싶어서요 ㅠㅠ 밀접접촉자도 아니여서 양성 가능성은 없어보여요. Pcr검사와 백신은 상관없나요? 그냥,코로나 검사와 백신접종은 상관없습니다. 학생이신것 같은데 청소년 백신은 미리 예약하셔서 순차적으로 접종하시면 됩니다. 코로나백신예약누리집 에 접속하셔서 예약하시기 바랍니다. https://ncvr2.kdca.go.kr/  2021.11.09.,
살빠지는것도 코로나 증상인가요 제가 코로나 증상이 많이 해당되어가지구 내일 학교 조퇴하고 코로나 검사 받으러 가는데 생각해보니까 요즘 키만크고 살은 계속 빠져서 158에서 46이 160에 44가 됐더라구요 살빠지는것도 코로나 증상중 하나인가요? 두끼만 먹다가 삼시세끼 다 챙겨먹어도 그런데,"실제 코로나 증상 대상자를 자료화한 안내로 코로나 증상 가장 정확한 안내 드립니다 음, 님은 코로나 증상은 아닌듯 합니다, 네 요즘 환절기로 인한 감기증상 또는 체함 증상이 더 가깝네요 다만 현재 증상이 심하시면 코로나 초기증상 목록 체크 확인후 병원 / 코로나 검사,  2021.10.28.",
"저 코로나인가요? , 심하게 나더니 목감기는 좀 괜찮아졌는데 두통이랑 오한때문에 고생좀하다가 저녁에 울거나 물이나 음식 코로 마셨을때 나는, 콧물 먹으면 나는 그 비린내가 나면서 후각이 아예 안나는건 아닌데 살짝 안나네요. 콧물에 막힌건지 코로나인지는 모르겠지만 얇은 콧물도나네요 이거 코로나인가요?"," 없다면 코로나 증상은 아니니 너무 걱정하지 않으셔도 됩니다. 콧물까지 잘 나오고 있으면 코로나일 가능성 없다고 보시면, 코로나 증상은 폐렴증상인데 시국이 시국인지라 아무래도 불안해 하시는 마음은 충분히 이해가 갑니다 . 코로나증상은 기침이 심하게 나옵니다. 코로나일경우 엄청난,  2021.11.11.",
위드코로나 1차 개편안 정리 오늘 새로운 위드코로나 정책 발표된걸로알고있습니다 Pc방 운영 시간이 어떻게 바꼈나요?,"[위드 코로나 뜻] 강력한 변이 바이러스 출현, 돌파감염 등으로 코로나19 팬데믹이 장기화되면서 대두되고 있는 개념이다. 이는 코로나19의 완전한 종식을 기대하는 것보다 치명률을 낮추는 새로운 방역체계 등을 도입해 코로나19와의 공존을 준비해야 한다는 뜻이에요 [국내 위드 코로나] 위드,  2021.10.25.",
코로나 증상인가여? 전 날에 선풍기를 끄고 자야하는데 키고 자서 아침에 좀 춥다가 그 날 발열 (하루) 37.7 근데 지금 36.7 기침 가래 두통 구토 설사 메스꺼움 인후통 미각상실 없음 혹시 이것도 코로나 증상에 포함 되나요.?? 열만 나도 코로나일 수 있나염ㅠㅠ," 실제 코로나 증상 대상자를 자료화한 안내로 코로나 증상 가장 정확한 안내 드립니다 음, 님은 코로나 증상은 아닌듯 합니다 요즘 환절기로 인한, 심하시면 코로나 초기증상 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 초기증상 [참고자료] (두통,  2021.10.07.",
코로나 자가격리 지원금 저희 어머님이 회사 다니시는데에 직원분으 코로나 걸리셔서 코로나 검사 하러갔는데 다행히 음성 나오셨는데 2주동안 자가격리를 해야된다고 해서 2주동안 쉬게 내셨습니다..그럼 2주쉬어야되니 월급이 적어지니 걱정하고 계셔서 2주격리중인 사람들은 지원금 받나요..?,"코로나 자가격리 지원금 flfk****채택률36%마감률38% 저희 어머님이 회사 다니시는데에 직원분으 코로나 걸리셔서 코로나 검사 하러갔는데 다행히 음성 나오셨는데 2주동안, = 코로나 자가격리 지원금은 등본상 가구원 기준으로, 있으면 코로나 자가격리 지원금은 수령 불가합니다 가장 정확한,  2021.10.03.",
"코로나 검사 할까요? , 암튼 코로나 검사를 하는 게 좋을까요? 학교를 다니고 있다보니(?) 학교에 피해갈까봐 코로나 주요증상이 ‘기침’ 이자나여 근디 저는 기침 증상이 없어서 아무리 봐도 코로나는 아닌 것 같긴 한데 혹시 몰라서 코로나 검사 하는 게 나을까요?",안녕하세요 코로나 때문에 걱정이 많으시고 불편하실건데 너무 큰 염려 마시구여~ 가까운 검사소나 보건소 가셔서 확실히 진단 받아보시는건 어떠세요? 별일 없으실겁니다~~  2021.07.06.,
코로나 백신 추석전으로 코로나 백신 1차 접종을 9월 23일에 예약했는데 추석 전으로 변경할 수 있다고 하는데 지금도 변경할 수 있나요 ?,"질문 코로나 백신 추석전으로 코로나 백신 1차 접종을 9월 23일에 예약했는데 추석 전으로, ▶ 코로나 백신 예약을 변경하시려면 기존 코로나 백신 예약을 취소하고 재예약해야 합니다,. 2 : 9월 13일 이후 일정이 예약 가능 취소 후 코로나 백신 재예약은 <COOV 앱>을 통하여 쉽게,  2021.08.31.",
코로나 문의 하두 수도권에 코로나 난리인데 코로나 증상이 나타나면 생활하기 힘든가요? 발열이랑 기침증상 및 생활하기힘든지?궁금해서요,"코로나바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한및 38도 이상의 발열 기침,가래, 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하실려면 1339번이나 가까운 보건소로 전화하세요 코로나 질문에 예,  2021.07.12.",
B형간염 맞고 코로나백신 제가 이제 b형간염 3차 맞아야하는데 9월 29일에 맞아야하더라고요 ㅜㅜ 코로나 백신 9월 30일로 예약 했었는데 b형간염이랑 코로나백신 어느 정도 텀을 두고 맞아야하는건거요 ㅠㅠ? 그리고 백신 맞고 b형 간염 맞아도 되는건가요?,"2주간격으로 접종 해야 해요 코로나 백신 예약/변경/취소/신고 3가지 방법 https://blog.naver.com/justfighter/222465764790 코로나 백신 접종 전 주의사항 https://youtu.be/HUWnuVlIXZc 집에서 백신 예약부터 부작용 확인 하기 https://blog.naver.com/justfighter,  2021.08.17.",
"코로나 증상 목아픔 콧물 설사 두통 구토 코막힘 가래 19코로나 증상 순서가 이렇다는데 다 약간씩 있어서 걱정됩니다. 이틀 전에 목 컨디션만 좋지않아, ""코로나19는 고열로 시작되고 기침 증상이 뒤를 잇는데 비해 독감은 기침이 먼저 나오고 고열이 나중에 발생한다."" 고 하는데 마른기침을 가끔하고 고열은"," 전국민이 코로나때문에정신적으로나 육체적으로 너무나 많은 고통을 받고 있는데요 ㅠ 코로나 증상 및 유용한 정보 적어드려보도록 할게요 코로나 증상 1. 발열 및, 정부의 코로나 바이러스 치료 방법 및 자가진단 1. 코로나바이러스감염증-19로 확진되면 「감염병의 예방 및,  2021.06.27.",
코로나 증상 급해요 열이 37.2고요 아침에 기침 좀 하고 열이 나기 전에는 콧물이 계속 나왔어요 코도 막히고 이건 제가 비염이라 그런 것 같아요 지금 발이 차갑고 콧물이 계속해서 나오는데 코로나 일까요 열이 38.4였다 37.2 37.4 36.5 이렇게 계속 반복되는데 거의 37.2로 나와요 코로나 일까요 지금 너무,"실제 코로나 증상 대상자를 자료화한 안내로 코로나 증상 가장 정확한 안내 드립니다 음, 님은 코로나 증상은 아닌듯 합니다, 네 요즘 환절기로 인한 감기증상 또는 체함 증상이 더 가깝네요 다만 현재 증상이 심하시면 코로나 초기증상 목록 체크 확인후 병원 / 코로나 검사,  2021.11.17.",
코로나 소상공인 5차지원금대상 안녕하세요. 국가정책관련해서 많은글들을 적어주시기에 질문해드립니다. 코로나 소상공인 5차지원금대상 소식이 많이 없는것같아서 이를 정하는 기준이 궁금합니다. 코로나 소상공인 5차지원금대상 202년8월이후로 집합금지나 제한조치를 받았으면 신청가능한가요?," 코로나 소상공인 5차지원금대상 관련해선 정확한 소식이 나왔습니다,. 줄었다고하면 코로나 소상공인 5차지원금 대상에 포함될 수, 코로나 소상공인 5차지원금대상 관련한 내용은 아래를 참고해보시면, 3. 2021년 8월 17일부터 코로나 소상공인 5차재난지원금대상 지급예정입니다.  2021.07.23.",
"코로나 증상 어제부터 눈이 뜨끈해서 계속 있는데 코로나 일까요? 열은 37.3도에서 37.4도 왔다갔다 하다가 아침에 되면 36.8 36.9도로 떨어지고요 오한과, 코가 뒤로 넘어가서 그런것같기도한데 펙소나딘 먹어도 상관없을까요? 나중에 코로나 검사를 하더라도 영향을 미칠까요?"," 전국민이 코로나때문에정신적으로나 육체적으로 너무나 많은 고통을 받고 있는데요 ㅠ 코로나 증상 및 유용한 정보 적어드려보도록 할게요 코로나 증상 1. 발열 및, 정부의 코로나 바이러스 치료 방법 및 자가진단 1. 코로나바이러스감염증-19로 확진되면 「감염병의 예방 및,  2021.07.01.",
"코로나 증상 어제부터 눈이 뜨끈해서 계속 있는데 코로나 일까요? 열은 37.3도에서 37.4도 왔다갔다 하다가 아침에 되면 36.8 36.9도로 떨어지고요 오한과, 코가 뒤로 넘어가서 그런것같기도한데 펙소나딘 먹어도 상관없을까요? 나중에 코로나 검사를 하더라도 영향을 미칠까요?"," 전국민이 코로나때문에정신적으로나 육체적으로 너무나 많은 고통을 받고 있는데요 ㅠ 코로나 증상 및 유용한 정보 적어드려보도록 할게요 코로나 증상 1. 발열 및, 정부의 코로나 바이러스 치료 방법 및 자가진단 1. 코로나바이러스감염증-19로 확진되면 「감염병의 예방 및,  2021.07.01.",
"위드 코로나 6시 이후 2인 위드 코로나 시작되면 만날 수 있는 인원제한이 늘어난 것으로 알고 있습니다. 저는 백신을 아직 맞지 않은 청소년인데 그러면 6시 이후로는, 제 친구들이 다 미접종자이면 위드 코로나여도 2명까지 밖에 안되는 건가요? 인터넷에는 백신 접종자 기준으로만 나와있어서 백신을 아직 맞지 않은","위드코로나 11월 1일부터 시행됩니다. 위드코로나는 일상회복 6주 간격으로 위드코로나 3단계에 걸쳐 시행된다. 확진자 폭증 등 돌발 변수가, 미접종자 제한 인원(현재 수도권의 경우 4명까지 제한)은 1∼2명 축소운영 됩니다. 위드코로나 + 백신패스 관련 안내는 하단 링크를 참고하세요 <>  2021.11.02.",
